"Company","URL","Valuation ($B)","Date Joined","Country","City","Industry","Selected Investors"
"Tabby","https://www.cbinsights.com/company/tabby","$1.50","11/1/2023","United Arab Emirates","Dubai","Financial Services","Arbor Ventures, STV, Global Founders Capital"
"Runway","https://www.cbinsights.com/company/runwayml","$1.50","5/4/2023","United States","New York","Media & Entertainment","Lux Capital, Compound, Amplify Partners"
"Sigma Computing","https://www.cbinsights.com/company/bitmoon-computing","$1.50","5/16/2024","United States","San Francisco","Enterprise Tech","Sutter Hill Ventures, Snowflake Ventures, NewView Capital"
"OpenWeb","https://www.cbinsights.com/company/spotim","$1.50","11/9/2021","United States","New York","Media & Entertainment","Insight Partners, AltaIR Capital, Norma Investments"
"bolttech","https://www.cbinsights.com/company/amtrust-mobile-solutions","$1.50","7/1/2021","Singapore","","Insurance","Mundi Ventures, Doqling Capital Partners, Activant Capital"
"First Mode","https://www.cbinsights.com/company/first-mode","$1.50","12/7/2022","United States","Seattle","Industrials","Anglo American"
"Mu Sigma","https://www.cbinsights.com/company/mu-sigma","$1.50","2/7/2013","United States","Northbrook","Enterprise Tech","Sequoia Capital, General Atlantic"
"Kushki","https://www.cbinsights.com/company/kushki1","$1.50","6/7/2022","Ecuador","Quito","Financial Services","Clocktower Technology Ventures, DILA Capital, Kaszek Ventures"
"Jasper","https://www.cbinsights.com/company/jasper","$1.50","10/17/2022","United States","Austin","Enterprise Tech","Foundation Capital, Institutional Venture Partners, Founders Capital"
"Orna Therapeutics","https://www.cbinsights.com/company/orna-therapeutics","$1.50","8/16/2022","United States","Cambridge","Healthcare & Life Sciences","MPM Capital, Astellas Venture Management, F2 Ventures"
"TuJia","https://www.cbinsights.com/company/tujia","$1.50","6/17/2015","China","Beijing","Consumer & Retail","GGV Capital, QiMing Venture Partnersl"
"Mofang Living","https://www.cbinsights.com/company/mofang-gongyu","$1.50","4/13/2016","China","Shanghai","Consumer & Retail","Warburg Pincus, Aviation Industry Corporation of China"
"Gett","https://www.cbinsights.com/company/gettaxi","$1.50","5/24/2016","United Kingdom","London","Industrials","Volkswagen, Access Industries, Vostok New Ventures"
"DT Dream","https://www.cbinsights.com/company/dt-dream","$1.50","6/8/2017","China","Hangzhou","Enterprise Tech","Alibaba Group, China Everbright Investment Management, Yinxinggu Capital"
"Changingedu","https://www.cbinsights.com/company/changingedu","$1.50","10/30/2017","China","Shanghai","Consumer & Retail","Trustbridge Partners, IDG Capital, Sequoia Capital China"
"XiaoZhu","https://www.cbinsights.com/company/xiaozhu","$1.50","11/1/2017","China","Beijing","Consumer & Retail","Morningside Ventures, Capital Today, JOY Capital"
"JOLLY Information Technology","https://www.cbinsights.com/company/jolly-information-technology","$1.50","5/29/2018","China","Hangzhou","Consumer & Retail","Legend Capital, CDH Investments, Sequoia Capital China"
"Yijiupi","https://www.cbinsights.com/company/yi-jiu-pi","$1.50","9/20/2018","China","Beijing","Consumer & Retail","Source Code Capital, Meituan Dianping, Tencent Holdings"
"Cambridge Mobile Telematics","https://www.cbinsights.com/company/cambridge-mobile-telematics","$1.50","12/19/2018","United States","Cambridge","Insurance","SoftBank Group"
"Collective Health","https://www.cbinsights.com/company/collective-health","$1.50","6/17/2019","United States","San Francisco","Healthcare & Life Sciences","New Enterprise Associates, Founders Fund, Google Ventures"
"Strava","https://www.cbinsights.com/company/strava","$1.50","11/16/2020","United States","San Francisco","Healthcare & Life Sciences","Jackson Square Ventures, Madrone Capital Partners, Sequoia Capital"
"Zenoti","https://www.cbinsights.com/company/managemyspa","$1.50","12/15/2020","United States","Bellevue","Consumer & Retail","Norwest Venture Partners, Accel, Tiger Global Management"
"K Health","https://www.cbinsights.com/company/kang-health","$1.50","1/19/2021","United States","New York","Healthcare & Life Sciences","Max Ventures, Mangrove Capital Partners, 14W"
"Uplight","https://www.cbinsights.com/company/uplight","$1.50","3/3/2021","United States","Boulder","Industrials","Rubicon Technology Partners, Max Ventures, Inclusive Capital Partners"
"ID.me","https://www.cbinsights.com/company/idme","$1.50","3/19/2021","United States","McLean","Consumer & Retail","Moonshots Capital, BoxGroup, Blu Venture Investors"
"Snapdocs","https://www.cbinsights.com/company/snapdocs","$1.50","5/25/2021","United States","San Francisco","Financial Services","Sequoia Capital, Y Combinator, F-Prime Capital"
"Chipper Cash","https://www.cbinsights.com/company/chipper-cash","$2","5/31/2021","United States","San Francisco","Financial Services","Deciens Capital, Bezos Expeditions, 500 Startups"
"SHIFT UP","https://www.cbinsights.com/company/shiftup","$1.47","10/27/2023","South Korea","Seoul","Media & Entertainment","Kakao Ventures, IMM Investment, Smilegate Investment"
"Ledger","https://www.cbinsights.com/company/ledger","$1.47","6/10/2021","France","Paris","Financial Services","Digital Currency Group, Draper Esprit, Korelya Capital"
"Next Silicon","https://www.cbinsights.com/company/next-silicon","$1.50","6/14/2021","Israel","Tel Aviv","Enterprise Tech","Amiti Ventures, Playground Global, Aleph"
"YQNlink","https://www.cbinsights.com/company/yunquna","$1.50","6/29/2021","China","Shanghai","Industrials","Source Code Capital, Coatue Management, DCM Ventures"
"impact.com","https://www.cbinsights.com/company/impact-radius","$1.50","7/13/2021","United States","Santa Barbara","Enterprise Tech","Redpoint Ventures, Providence Equity Partners, Silversmith Capital Partners"
"SmartRecruiters","https://www.cbinsights.com/company/smartrecruiters","$1.50","7/20/2021","United States","San Francisco","Enterprise Tech","Mayfield Fund, Insight Partners, Rembrandt Venture Partners"
"NotCo","https://www.cbinsights.com/company/notco","$1.50","7/26/2021","Chile","Santiago","Consumer & Retail","Kaszek Ventures, SOSV, Tiger Global Management"
"Culture Amp","https://www.cbinsights.com/company/culture-amp","$1.50","7/29/2021","Australia","Richmond","Enterprise Tech","Felicis Ventures, Index Ventures, Blackbird Ventures"
"TaxBit","https://www.cbinsights.com/company/taxbit","$1.50","8/4/2021","United States","Draper","Financial Services","Insight Partners, Coinbase Ventures, PayPal Ventures"
"Pacaso","https://www.cbinsights.com/company/pacaso","$1.50","3/24/2021","United States","Cincinnati","Financial Services","Global Founders Capital, Shea Ventures, Greycroft"
"1047 Games","https://www.cbinsights.com/company/1047-games","$1.50","9/14/2021","United States","Zephyr Cove","Media & Entertainment","VGames, Lakestar, Galaxy Interactive"
"Matillion","https://www.cbinsights.com/company/matillion","$1.50","9/15/2021","United Kingdom","Altrincham","Enterprise Tech","Scale Venture Partners, Sapphire Ventures, Battery Ventures"
"Persona","https://www.cbinsights.com/company/persona-1","$1.50","9/15/2021","United States","San Francisco","Enterprise Tech","Coatue Management, Index Ventures, Founders Fund"
"Ascend Money","https://www.cbinsights.com/company/ascend-money","$1.50","9/27/2021","Thailand","Bangkok","Financial Services","Ant Group, Charoen Pokphand Group, Bow Wave Capital"
"Andela","https://www.cbinsights.com/company/andela","$1.50","9/29/2021","United States","New York","Enterprise Tech","Spark Capital, Google Ventures, CRE Venture Capital"
"Built","https://www.cbinsights.com/company/built","$1.50","9/30/2021","United States","Nashville","Financial Services","Nyca Partners, Index Ventures, Technology Crossover Ventures"
"CoinList","https://www.cbinsights.com/company/coinlist","$1.50","10/15/2021","United States","San Francisco","Financial Services","Accomplice, Polychain Capital, GoldenTree Asset Management"
"Lusha","https://www.cbinsights.com/company/lusha","$1.50","11/10/2021","United States","New York","Enterprise Tech","PSG, ION Crossover Partners"
"cult.fit","https://www.cbinsights.com/company/curefit","$1.50","11/10/2021","India","Bengaluru","Healthcare & Life Sciences","Chiratae Ventures, Accel, Kalaari Capital"
"Olist","https://www.cbinsights.com/company/solidarium","$1.50","12/15/2021","Brazil","Curitiba","Consumer & Retail","Redpoint e.ventures, Valor Capital Group, SoftBank Latin America Fund"
"Paradox","https://www.cbinsights.com/company/paradox-1","$1.50","12/27/2021","United States","Scottsdale","Enterprise Tech","Brighton Park Capital, Blue Cloud Ventures, Workday Ventures"
"Airbyte","https://www.cbinsights.com/company/airbyte","$1.50","12/17/2021","United States","San Francisco","Enterprise Tech","Accel, Benchmark, SV Angel"
"StoreDot","https://www.cbinsights.com/company/storedot","$1.50","1/4/2022","Israel","Herzliya","Industrials","Samsung Ventures, SingulariTeam, BP Ventures"
"Spendesk","https://www.cbinsights.com/company/spendesk","$1.50","1/18/2022","France","Paris","Enterprise Tech","Index Ventures, Eight Roads Ventures, General Atlantic"
"Veriff","https://www.cbinsights.com/company/veriff","$1.50","1/26/2022","Estonia","Tallinn","Enterprise Tech","Accel, Institutional Venture Partners, Tiger Global Management"
"ElasticRun","https://www.cbinsights.com/company/elasticrun","$1.50","2/7/2022","India","Pune","Industrials","Kalaari Capital, Norwest Venture Partners, Prosus Ventures"
"Veho","https://www.cbinsights.com/company/veho-1","$1.50","12/21/2021","United States","Boulder","Consumer & Retail","General Catalyst, Origin Ventures, Fontinalis Partners"
"Temporal","https://www.cbinsights.com/company/temporal-technologies","$1.50","2/16/2022","United States","Bellevue","Enterprise Tech","Amplify Partners, Addition, Madrona Venture Group"
"Fabric","https://www.cbinsights.com/company/yotta-digital-ventures","$1.50","2/24/2022","United States","Bellevue","Consumer & Retail","Redpoint Ventures, Norwest Venture Partners, Sierra Ventures"
"Zeta","https://www.cbinsights.com/company/zeta-tech","$1.50","5/24/2021","United States","San Francisco","Financial Services","Sodexo Ventures, SoftBank Group"
"Boba","https://www.cbinsights.com/company/boba","$1.50","4/5/2022","United States","San Francisco","Enterprise Tech","DeFi Technologies, Hypersphere Ventures, M13"
"Upside","https://www.cbinsights.com/company/getupside","$1.50","4/26/2022","United States","DC","Consumer & Retail","Bessemer Venture Partners, Builders VC, General Catalyst"
"Mashgin","https://www.cbinsights.com/company/mashgin","$1.50","5/9/2022","United States","Palo Alto","Consumer & Retail","New Enterprise Associates, Matrix Partmers, Susa Ventures"
"Dock","https://www.cbinsights.com/company/conductor-1","$1.50","5/12/2022","Brazil","Sao Paulo","Financial Services","Viking Global Investors, Riverwood Capital, Lightrock"
"Prometheus","https://www.cbinsights.com/company/prometheus-2","$1.50","9/23/2021","United States","Santa Cruz","Industrials","BMW i Ventures, Metaplanet, Maersk Growth"
"5ire","https://www.cbinsights.com/company/5ire","$1.50","7/15/2022","United Kingdom","London","Enterprise Tech","Global Emerging Markets, Sram & Mram Group, Marshland Capital"
"Yipin Shengxian","https://www.cbinsights.com/company/yipin-shengxian","$1.49","3/11/2019","China","Hefei","Consumer & Retail","Eastern Bell Capital, Capital Today, Longzhu Capital"
"Bordrin Motors","https://www.cbinsights.com/company/bordrin-motors","$1.48","6/3/2019","China","Shanghai","Industrials","China Grand Prosperity Investment, CSC Group"
"Arcadia","https://www.cbinsights.com/company/arcadia-power","$1.48","5/10/2022","United States","DC","Enterprise Tech","BoxGroup, Energy Impact Partners, Camber Creek"
"VTS","https://www.cbinsights.com/company/view-the-space","$1.47","5/7/2019","United States","New York","Financial Services","Trinity Ventures, Fifth Wall Ventures, OpenView Venture Partners"
"Shukun Technology","https://www.cbinsights.com/company/shukun-technology","$1.46","8/16/2021","China","Beijing","Healthcare & Life Sciences","Marathon Venture Partners, Huagai Capital, China Creation Ventures"
"Huasun","https://www.cbinsights.com/company/huasun-new-energy","$1.46","1/19/2023","China","Xuancheng","Industrials","Hongtai Capital Holdings, Jintou Zhiyuan"
"Loft","https://www.cbinsights.com/company/loft","$1.46","1/3/2020","Brazil","Sao Paulo","Financial Services","Monashees+, Andreessen Horowitz, QED Investors"
"Coocaa","https://www.cbinsights.com/company/coocaa","$1.45","3/16/2018","China","Shenzhen","Media & Entertainment","Baidu, Tencent Holdings"
"Juma Peisong","https://www.cbinsights.com/company/juma-peisong","$1.45","11/26/2018","China","Chengdu","Industrials","Ding Xiang Capital, New Hope Fund, Sino-Ocean Capital"
"Ouyeel","https://www.cbinsights.com/company/ouyeel","$1.45","6/27/2019","China","Shanghai","Industrials","Taigang Venture Capital"
"Gymshark","https://www.cbinsights.com/company/gymshark","$1.45","8/14/2020","United Kingdom","Solihull","Consumer & Retail","General Atlantic"
"M1","https://www.cbinsights.com/company/m1-finance","$1.45","7/14/2021","United States","Chicago","Financial Services","Left Lane Capital, Clocktower Technology Ventures, Jump Capital"
"Aleo","https://www.cbinsights.com/company/aleo-1","$1.45","2/7/2022","United States","San Francisco","Enterprise Tech","Slow Ventures, Andreessen Horowitz, SoftBank Group"
"Einride","https://www.cbinsights.com/company/einride","$1.44","12/31/2021","Sweden","Stockholm","Industrials","Temasek, BUILD Capital Partners, Northzone Ventures"
"Justworks","https://www.cbinsights.com/company/justworks","$1.43","1/28/2020","United States","New York","Enterprise Tech","Index Ventures, Thrive Capital, Bain Capital Ventures"
"Valgen Medtech","https://www.cbinsights.com/company/dejin","$1.43","5/6/2021","China","Hangzhou","Healthcare & Life Sciences","Sequoia Capital China, China Life Investment Holding Company, Qiming Venture Partners"
"SonderMind","https://www.cbinsights.com/company/sondermind","$1.42","7/28/2021","United States","Denver","Healthcare & Life Sciences","Kickstart Fund, General Catalyst, Drive Capital"
"Fox Ess","https://www.cbinsights.com/company/fox-ess","$1.40","5/26/2023","China","Wenzhou","Industrials","Sparkedge Capital, Guotai Ruichengde Asset Management"
"Zepto","https://www.cbinsights.com/company/zepto-1","$1.40","8/25/2023","India","Mumbai","Consumer & Retail","Nexus Venture Partners, Contrary, Global Founders Capital"
"Cyera","https://www.cbinsights.com/company/cyera","$1.40","4/9/2024","United States","New York","Enterprise Tech","Accel, CyberStarts, Sequoia Capital"
"Amagi","https://www.cbinsights.com/company/amagi-media-labs","$1.40","3/16/2022","India","Bengaluru","Media & Entertainment","Mayfield, Accel, Norwest Venture Partners"
"Liquid Death","https://www.cbinsights.com/company/liquid-death-mountain-water","$1.40","3/11/2024","United States","Santa Monica","Consumer & Retail","Science Media, Live Nation Labs, Velvet Sea Ventures"
"Papa","https://www.cbinsights.com/company/papa-technologies","$1.40","11/4/2021","United States","Miami","Healthcare & Life Sciences","Initialized Capital, Canaan Partners, Sound Ventures"
"Xpressbees","https://www.cbinsights.com/company/xpressbees","$1.40","2/9/2022","India","Pune","Consumer & Retail","Norwest Venture Partners, Investcorp, Blackstone"
"Figment","https://www.cbinsights.com/company/figment-networks","$1.40","12/20/2021","Canada","Toronto","Financial Services","Bonfire Ventures, Two Sigma Ventures, FJ Labs"
"Envoy","https://www.cbinsights.com/company/envoy","$1.40","1/11/2022","United States","San Francisco","Enterprise Tech","Andreessen Horowitz, Initialized Capital, TriplePoint Capital"
"Deliverect","https://www.cbinsights.com/company/deliverect","$1.40","1/24/2022","Belgium","Ghent","Consumer & Retail","Newion Partners, SmartFin Capital, OMERS Ventures"
"SparkCognition","https://www.cbinsights.com/company/sparkcognition","$1.40","1/25/2022","United States","Austin","Enterprise Tech","March Capital Partners, Temasek, Doha Venture Capital"
"Liquidity","https://www.cbinsights.com/company/liquidity","$1.40","2/20/2023","Israel","Tel Aviv","Financial Services","MUFG Innovation Partners, Spark Capital"
"Firebolt","https://www.cbinsights.com/company/firebolt","$1.40","1/26/2022","Israel","Tel Aviv","Enterprise Tech","TLV Partners, Zeev Ventures, Bessemer Venture Partners"
"AI21 Labs","https://www.cbinsights.com/company/ai21-labs","$1.40","8/30/2023","Israel","Tel Aviv","Enterprise Tech","Walden Catalyst Ventures, Pitango Venture Capital, TPY Capital"
"Koudai","https://www.cbinsights.com/company/koudai-gouwu","$1.40","10/23/2014","China","Beijing","Consumer & Retail","New Enterprise Associates, Tiger Global Management, Tencent"
"Symphony","https://www.cbinsights.com/company/symphony-communication-services-holdings","$1.40","5/16/2017","United States","New York","Financial Services","BNP Paribas, Goldman Sachs, Google"
"Yidian Zixun","https://www.cbinsights.com/company/particle","$1.40","10/17/2017","China","Beijing","Media & Entertainment","Phoenix New Media, Tianjin Haihe Industry Fund"
"Cabify","https://www.cbinsights.com/company/cabify","$1.40","1/22/2018","Spain","Madrid","Industrials","Seaya Ventures, Otter Rock Capital, Rakuten"
"Hive Box","https://www.cbinsights.com/company/hive-box","$1.40","1/23/2018","China","Shenzhen","Consumer & Retail","Eastern Bell Capital, SF Holding Co, STO Express"
"Away","https://www.cbinsights.com/company/away","$1.40","5/15/2019","United States","New York","Consumer & Retail","Global Founders Capital, Comcast Ventures, Forerunner Ventures"
"Kong","https://www.cbinsights.com/company/mashape","$1.40","12/31/2020","United States","San Francisco","Enterprise Tech","New Enterprise Associates, CRV, Index Ventures"
"Epidemic Sound","https://www.cbinsights.com/company/epidemic-sound","$1.40","3/11/2021","Sweden","Stockholm","Media & Entertainment","EQT Partners, Blackstone"
"Yotpo","https://www.cbinsights.com/company/yotpo","$1.40","3/18/2021","United States","New York","Consumer & Retail","Bessemer Venture Partners, Vintage Investment Partners, Blumberg Capital"
"Rebel Foods","https://www.cbinsights.com/company/rebel-foods","$1.40","10/7/2021","India","Pune","Consumer & Retail","Sequoia Capital India, Lightbox Ventures, Coatue Management"
"Coda","https://www.cbinsights.com/company/krypton","$1.40","7/8/2021","United States","Mountain View","Enterprise Tech","Greylock Partners, General Catalyst, Khosla Ventures"
"Stash","https://www.cbinsights.com/company/stash-financial","$1.40","2/3/2021","United States","New York","Financial Services","Goodwater Capital, Entree Capital, Valar Ventures"
"Rad Power Bikes","https://www.cbinsights.com/company/rad-power-bikes","$1.40","10/28/2021","United States","Seattle","Industrials","Durable Capital Partners, Cercano Management, T. Rowe Price"
"Clarify Health","https://www.cbinsights.com/company/clarify-health-solutions","$1.40","4/5/2022","United States","San Francisco","Healthcare & Life Sciences","KKR, Aspenwood Ventures, Spark Capital"
"Bucketplace","https://www.cbinsights.com/company/bucketplace","$1.40","5/9/2022","South Korea","Seoul","Consumer & Retail","IMM Investment, Mirae Asset Capital, BOND"
"Paddle","https://www.cbinsights.com/company/paddle","$1.40","5/9/2022","United Kingdom","London","Enterprise Tech","Notion Capital, Kindred Capital, BGF Ventures"
"OneCard","https://www.cbinsights.com/company/onescore-app","$1.40","7/13/2022","India","Pune","Financial Services","Sequoia Capital India, Hummingbird Ventures, Matrix Partners India"
"boAT","https://www.cbinsights.com/company/boat-lifestyle","$1.40","10/28/2022","India","Mumbai","Consumer & Retail","Qualcomm Ventures, Fireside Ventures"
"Phenom People","https://www.cbinsights.com/company/phenom-people","$1.40","4/7/2021","United States","Ambler","Enterprise Tech","Sierra Ventures, AXA Venture Partners, Sigma Prime Ventures"
"GupShup","https://www.cbinsights.com/company/gupshup","$1.40","4/8/2021","United States","San Francisco","Enterprise Tech","Helion Venture Partners, Tiger Global management, CRV"
"Degreed","https://www.cbinsights.com/company/degreed","$1.40","4/13/2021","United States","Pleasanton","Enterprise Tech","Signal Peak Ventures, Owl Ventures, Jump Capital"
"Scalable Capital","https://www.cbinsights.com/company/scalable-capital","$1.40","6/8/2021","Germany","Munich","Financial Services","BlackRock, Tengelmann Ventures, Holtzbrinck Ventures"
"VideoAmp","https://www.cbinsights.com/company/videoamp","$1.40","10/21/2021","United States","Los Angeles","Enterprise Tech","Simon Equity Partners, Wavemaker Partners, Anthem Venture Partners"
"Panther Labs","https://www.cbinsights.com/company/panther","$1.40","12/2/2021","United States","San Francisco","Enterprise Tech","Innovation Endeavors, s28 Capital, Lightspeed Venture Partners"
"Salt Security","https://www.cbinsights.com/company/secful","$1.40","2/10/2022","United States","Palo Alto","Enterprise Tech","Y Combinator, S Capital, Tenaya Capital"
"Tripledot","https://www.cbinsights.com/company/tripledot-studios","$1.40","2/14/2022","United Kingdom","London","Media & Entertainment","Lightspeed Venture Partners, Access Industries, Eldridge"
"Nimble Rx","https://www.cbinsights.com/company/nimble-pharmacy","$1.40","6/14/2022","United States","Redwood City","Healthcare & Life Sciences","Sequoia Capital, Four Rivers Group, DAG Ventures"
"Veepee","https://www.cbinsights.com/company/vente-privee","$1.38","7/2/2007","France","La Plaine Saint-Denis","Consumer & Retail","Summit Partners, Qatar Holding"
"Neon","https://www.cbinsights.com/company/neon","$1.38","2/14/2022","Brazil","Sao Paulo","Financial Services","Propel Venture Partners, Monashees+, BBVA"
"Movable Ink","https://www.cbinsights.com/company/movable-ink","$1.36","4/28/2022","United States","New York","Enterprise Tech","Contour Venture Partners, Intel Capital, Silver Lake"
"Patreon","https://www.cbinsights.com/company/patreon","$1.35","9/2/2020","United States","San Francisco","Media & Entertainment","Index Ventures, Thrive Capital, CRV"
"DeepBlue Technology","https://www.cbinsights.com/company/quixmart","$1.35","4/16/2018","China","Shanghai","Consumer & Retail","DESUN Capital, Yunfeng Capital, Meridian Capital"
"Klook","https://www.cbinsights.com/company/klook","$1.35","8/7/2018","Hong Kong","Central","Consumer & Retail","Sequoia Capital China, Goldman Sachs, Matrix Partners China"
"Epirus","https://www.cbinsights.com/company/epirus","$1.35","2/14/2022","United States","Hawthorne","Industrials","8VC, Bedrock Capital, Broom Ventures"
"Signifyd","https://www.cbinsights.com/company/signifyd","$1.34","4/15/2021","United States","San Jose","Consumer & Retail","Menlo Ventures, Resolute Ventures, IA Ventures"
"Jaguar Microsystems","https://www.cbinsights.com/company/jaguar-microsystems","$1.34","6/23/2022","China","Shenzhen","Industrials","Tencent Holdings, Glory Ventures, Shenzhen Capital Group"
"Motorway","https://www.cbinsights.com/company/motorway","$1.33","11/29/2021","United Kingdom","London","Industrials","Marchmont Ventures, BMW i Ventures, Index Ventures"
"RIDI","https://www.cbinsights.com/company/ridi-corporation","$1.33","1/24/2022","South Korea","Seoul","Media & Entertainment","Atinum Investment, Company K Partners, GIC"
"Lyten","https://www.cbinsights.com/company/lyten","$1.33","9/12/2023","United States","San Jose","Industrials","Honeywell Ventures, Prime Movers Lab, Footprint Coalition Ventures"
"Flipboard","https://www.cbinsights.com/company/flipboard","$1.32","7/22/2015","United States","Palo Alto","Media & Entertainment","Kleiner Perkins Caufield & Byers, Comcast Ventures, Insight Partners"
"GPclub","https://www.cbinsights.com/company/gpclub","$1.32","10/22/2018","South Korea","Seoul","Consumer & Retail","Goldman Sachs"
"Tongdun Technology","https://www.cbinsights.com/company/tongdun-technology","$1.32","4/25/2019","China","Hangzhou","Enterprise Tech","Advantech Capital, Temasek Holdings Ltd., Tiantu Capital Co."
"Athletic Greens","https://www.cbinsights.com/company/athletic-greens","$1.32","1/25/2022","United States","New York","Healthcare & Life Sciences","SC.Holdings, Not Boring Capital, Bolt Ventures"
"Unisound","https://www.cbinsights.com/company/unisound","$1.31","7/19/2018","China","Beijing","Enterprise Tech","Qiming Venture Partners, China Internet Investment Fund, Qualcomm Ventures"
"Alzheon","https://www.cbinsights.com/company/alzheon","$1.31","9/30/2020","United States","Framingham","Healthcare & Life Sciences","ARCH Venture Partners, Ally Bridge Group"
"MasterControl","https://www.cbinsights.com/company/mastercontrol","$1.30","12/15/2022","United States","Salt Lake City","Healthcare & Life Sciences","InnoVentures Capital Partners"
"eFishery","https://www.cbinsights.com/company/efishery","$1.30","5/25/2023","Indonesia","Bandung","Industrials","Aqua-Spark, Wavemaker Partners, Peak XV Partners"
"Zum","https://www.cbinsights.com/company/zum","$1.30","01/31/2024","United States","Redwood City","Industrials","Sequoia Capital, BMW i Ventures, Spark Capital"
"HeartFlow","https://www.cbinsights.com/company/heartflow","$1.30","12/4/2017","United States","Redwood City","Healthcare & Life Sciences","BlueCross BlueShield Venture Partners, US Venture Partners"
"Shiprocket","https://www.cbinsights.com/company/bigfoot-retail-solutions","$1.23","8/16/2022","India","New Delhi","Consumer & Retail","Bertelsmann India Investments, March Capital Partners, Tribe Capital, Nirvana Venture Advisors"
"HashKey","https://www.cbinsights.com/company/hashkey","$1.30","01/16/2024","Hong Kong","HashKey","Financial Services","OKX Ventures"
"Insightec","https://www.cbinsights.com/company/insightec","$1.30","3/6/2020","Israel","Tirat Carmel","Healthcare & Life Sciences","York Capital Management, GE Healthcare, Koch Disruptive Technologies"
"Everly Health","https://www.cbinsights.com/company/everlywell","$1.30","12/3/2020","United States","Austin","Healthcare & Life Sciences","Highland Capital Partners, Next Coast Ventures, SoGal Ventures"
"Manner","https://www.cbinsights.com/company/manner","$1.30","12/24/2020","China","Shanghai","Consumer & Retail","Coatue Management, H Capital, Capital Today"
"TalkingData","https://www.cbinsights.com/company/talkingdata","$1.30","1/6/2021","China","Beijing","Enterprise Tech","N5 Capital, CR Capital Mgmt, JD Digits"
"DistroKid","https://www.cbinsights.com/company/distrokid","$1.30","8/16/2021","United States","New York","Media & Entertainment","Insight Partners, Silversmith Capital Partners, Spotify"
"Konfio","https://www.cbinsights.com/company/konfio","$1.30","9/29/2021","Mexico","Mexico City","Financial Services","Kaszek Ventures, QED Investors, International Finance Corporation"
"Betterment","https://www.cbinsights.com/company/betterment","$1.30","9/29/2021","United States","New York","Financial Services","Bessemer Venture Partners, Menlo Ventures, Anthermis"
"Flock Freight","https://www.cbinsights.com/company/auptix","$1.30","10/20/2021","United States","Encinitas","Industrials","SignalFire, GLP Capital Partners, Google Ventures"
"YugaByte","https://www.cbinsights.com/company/yugabyte","$1.30","10/28/2021","United States","Sunnyvale","Enterprise Tech","Lightspeed Venture Partners, Dell Technologies Capital, Wipro Ventures"
"Lukka","https://www.cbinsights.com/company/lukka","$1.30","1/14/2022","United States","New York","Financial Services","Liberty City Ventures, Soros Fund Management, Summer Capital"
"TravelPerk","https://www.cbinsights.com/company/travelperk","$1.30","1/12/2022","Spain","Barcelona","Enterprise Tech","LocalGlobe, Kinnevik, Felix Capital"
"iTrustCapital","https://www.cbinsights.com/company/itrustcapital","$1.30","1/11/2022","United States","Long Beach","Financial Services","Left Lane Capital, Walden Venture Capital"
"Domestika","https://www.cbinsights.com/company/domestika-llc","$1.30","1/27/2022","United States","Berkeley","Media & Entertainment","Zeev Ventures, GSV Ventures"
"CoinTracker","https://www.cbinsights.com/company/nino-finance","$1.30","1/27/2022","United States","San Francisco","Financial Services","Initialized Capital, General Catalyst, Kraken Ventures"
"Loadsmart","https://www.cbinsights.com/company/loadsmart","$1.30","2/1/2022","United States","New York","Industrials","Chromo Invest, Maersk Growth, BlackRock"
"TUNGEE","https://www.cbinsights.com/company/tungee","$1.30","12/15/2021","China","Guangzhou","Enterprise Tech","UNITY VENTURES, Qiming Venture Partners, GGV Capital"
"Yubi","https://www.cbinsights.com/company/credavenue","$1.5","3/7/2022","India","Chennai","Financial Services","Insight Partners, B Capital Group, Lightspeed Venture Partners"
"LinkTree","https://www.cbinsights.com/company/linktree","$1.30","3/16/2022","Australia","Melbourne","Media & Entertainment","AirTree Ventures, Insight Partners, Index Ventures"
"Clipboard Health","https://www.cbinsights.com/company/clipboard-health","$1.30","2/1/2022","United States","San Francisco","Healthcare & Life Sciences","Caffeinated Capital, Initialized Capital, Y Combinator"
"Biofourmis","https://www.cbinsights.com/company/biofourmis","$1.30","4/26/2022","United States","Boston","Healthcare & Life Sciences","General Atlantic, CVS Health, MassMutual Ventures"
"STORD","https://www.cbinsights.com/company/stord","$1.30","9/13/2021","United States","Atlanta","Industrials","Dynamo VC, Susa Ventures, Founders Fund"
"Optibus","https://www.cbinsights.com/company/optibus","$1.30","5/16/2022","Israel","Tel Aviv","Industrials","Bessemer Venture Partners, Insight Partners, Pitango Venture Capital"
"Keyfactor","https://www.cbinsights.com/company/certified-security-solutions","$1.30","10/24/2023","United States","Independence","Enterprise Tech","GM Ventures, Plymouth Growth Partners, Insight Partners"
"Equashield","https://www.cbinsights.com/company/equashield","$1.30","10/6/2022","United States","Port Washington","Healthcare & Life Sciences","Nordic Capital"
"Intercom","https://www.cbinsights.com/company/intercom","$1.28","3/27/2018","United States","San Francisco","Enterprise Tech","FirstMark Capital, Tiger Global Management"
"OVO Energy","https://www.cbinsights.com/company/ovo-energy","$1.28","2/14/2019","United Kingdom","Bristol","Industrials","Mitsubishi Corporation, Mayfair Equity Partners"
"Huisuanzhang","https://www.cbinsights.com/company/hsuanzhang","$1.28","5/24/2021","China","Beijing","Financial Services","IDG Capital, Gaocheng Capital, Chuanrong Capital"
